Ward_name,Old_code,New_code,Population2015,All_Children_aged_0_15_2015,All_Working_age_16-64_2015,Mean_Age_2013,Area_Square_Kilometres,Population_density_2013,BAME_2011,Not_Born_in_UK_2011,Male_life_expectancy_2009_13,Female_life_expectancy_2009_13 ,Number_Killed_or_Seriously_Injured_on_roads_2014,Employment_rate_16_64_2011,Number_of_jobs_in_area_2013,Median_House_Price_2014,Number_of_properties_sold_2014,Median_Household_income_estimate_2012_13,Number_of_Household_spaces_2011,Households_Social_Rented_2011,Households_Private_Rented_2011,dwellings_in_council_tax_bands_A_or_B_2015,dwellings_in_council_tax_bands_C_D_or_E_2015,dwellings_in_council_tax_bands_F_G_or_H_2015,Claimant_rate_of_key_out_of_work_benefits_working_age_client_group_2014,Claimant_Rate_of_Housing_Benefit_2015,Claimant_Rate_of_Employment_Support_Allowance_2014,Rate_of_JobSeekers_Allowance_JSA_Claimants_2015,Average_GCSE_capped_point_scores_2014,with_Level_4_qualifications_and_above_2011,Crime_rate_2014_15,Violence_against_the_person_rate_2014_15,Deliberate_Fires_per_1000_population_2014,area_that_is_open_space_2014,Average_Public_Transport_Accessibility_score_2014
Brent - Kensal Green,00AEGR,E05000092,15050,21.1,68.7,35.4,1.1,13681.8,52.3,50.2,79.7,90,6,68.8,2000,500000,149,34640,6184,26.7,34.7,24.4,73.8,1.8,20.6,19.9,5.8,5.8,307.6,33.8,86.6,31.8,0,6.9,4.1
Brent - Kenton,00AEGS,E05000093,12550,16.2,65,40.2,2.3,5413,70,53.9,83.3,91.6,2,70.3,2900,440000,107,42190,3953,5.6,19.3,1.7,63.6,34.7,7.8,4.7,2.1,1.6,357.2,39.8,51.3,11.1,0.4,17,2.7
Brent - Kilburn,00AEGT,E05000094,17550,19.5,71.1,34.6,0.9,19333.3,50,48.1,80.1,86,4,68.9,3000,444631.5,216,34270,7840,45,28.8,30.8,65.5,3.6,20.1,19.5,5.9,4.7,319.2,39.9,79.3,27.1,0.2,11.1,5.5
Brent - Mapesbury,00AEGU,E05000095,16000,17.2,73.4,35,1.4,11357.1,43.4,52.3,78.7,84.5,10,70.6,2200,450000,189,36830,6496,19.2,44.8,18.4,67.9,13.6,16.1,15.8,5.1,3.9,314.1,43.7,71.8,21.3,0.4,9.6,4.5
Brent - Northwick Park,00AEGW,E05000096,13300,16,70.3,37.3,2.7,4888.9,68.8,53.3,80.7,84.9,2,67.4,6700,470000,85,41100,4316,16.2,19.2,3,71.4,25.6,8.8,6,2.3,1.7,345.7,40.3,64.7,19.2,0.2,32,2.7
Brent - Preston,00AEGX,E05000097,15750,20.8,66.2,35.9,2.4,6541.7,70,57.3,80,85.4,2,67,3900,350000,131,35960,5118,12.6,29.2,4.4,82.4,13.2,12.2,9.9,3.6,2.4,339.1,35.4,57.9,17.1,0.1,19.2,3.4
Brent - Queens Park,00AEGY,E05000098,15500,20.5,69.6,35.6,1.5,10300,37,41.9,80,89.5,7,75.8,5100,677500,198,42880,6446,19.9,33.9,7.2,75,17.8,13.5,10.9,4.2,2.6,345.8,48.2,72.9,19.4,0.1,19,5
Brent - Queensbury,00AEGZ,E05000099,16800,19.8,67.8,36.2,2,8050,72.9,57.7,81.7,83.1,4,67.7,4600,366000,109,35110,4810,15.3,21.6,3.1,92.8,4.1,10.5,8.5,3.3,1.9,332,30.8,65,17.1,0.2,13.7,3
Brent - Stonebridge,00AEHA,E05000100,17600,26.7,64.4,32.2,4.1,4231.7,76.5,48.8,76.2,82.3,9,54.2,19800,249950,63,25800,6021,62.3,15.1,30.5,69.1,0.5,28.8,30.3,8,8.1,298.6,20.5,116,39.5,0.1,16.2,3.2
Brent - Sudbury,00AEHB,E05000101,15250,21.1,67.8,35.1,2.1,7238.1,77.3,62.2,78.7,84.1,3,67.4,2700,249950,91,33530,4944,15,32.6,6.4,89.2,4.4,12,11.9,3.6,2.3,331.2,32.3,51.5,18.1,0,34.6,3.3
Brent - Tokyngton,00AEHC,E05000102,18900,20,70.3,34.9,2.8,6160.7,76.3,62.9,78.1,84.2,3,67.5,16000,322500,94,33130,5051,12,33.7,21.2,76,2.8,12.6,9.1,2.8,2.1,310.8,31.9,82.8,21.3,0.2,19.8,3.5
Brent - Welsh Harp,00AEHD,E05000103,14000,21.5,66.4,35.8,2.3,6065.2,61.3,55,80.1,85.6,2,64.9,1900,292475,118,31620,4923,19.2,28.1,7.8,88.4,3.8,15.6,15,4.9,3.2,315.7,24.7,62.9,21.1,0.2,34,2.8
Brent - Wembley Central,00AEHE,E05000104,16150,19.1,70.3,35.6,1.6,9718.8,86,68.5,81.8,85.1,7,65.6,6100,250000,118,31040,4540,15.6,33.5,11.2,86.1,2.7,12.4,11,3.5,2.6,305.7,29,118.3,39.5,0.1,20.1,4.9
Brent - Willesden Green,00AEHF,E05000105,15950,19.1,72.7,33.7,1.5,10600,52.7,56.3,77.8,83,0,68.6,3700,409500,147,31390,6213,26.8,43.2,13.5,85.6,1,22,21.2,5.7,4.4,296.7,33.3,94.9,33.8,0.2,36.8,4.6
Bromley - Bickley,00AFGD,E05000106,15450,19.4,60.3,41.8,4.9,3132.7,14.5,15.7,80,83.2,4,76,4300,480000,315,47190,6173,7,11.4,3.1,49.4,47.5,5.9,4,2.3,1,359.3,40.7,36.5,7.1,0.4,21.5,2.4
Bromley - Biggin Hill,00AFGE,E05000107,10250,18,62.4,40.9,8.3,1222.9,4.1,5.1,82.8,86.3,2,79.2,2600,269950,197,40930,4032,4.6,5.7,1.2,82.1,16.7,6.9,3.3,2.3,0.7,311.6,23,44.8,12.7,0.4,72.7,1.8
Bromley - Bromley Common and Keston,00AFGF,E05000108,16250,20.7,62.2,39.6,8.3,1897.6,12.8,12.1,81.3,85.1,2,73.2,5600,350000,375,40510,6509,15.7,9.5,4.1,72.2,23.7,10.2,7.6,3.7,1.3,341.7,28.3,53,19.2,0.4,58.6,2.3
Bromley - Bromley Town,00AFGG,E05000109,18600,20.8,65.7,37.5,3.7,4797.3,18.5,19.9,79.3,83.7,3,78.6,23200,327000,359,43460,7834,10,22.7,8.7,73.2,18.1,7.8,6.7,2.5,1.2,339.7,41,139,35.3,0.2,17.6,3.8
Bromley - Chelsfield and Pratts Bottom,00AFGH,E05000110,14800,19.1,60.7,41.6,12.6,1166.7,9.7,9.7,84.3,86.5,4,77.3,3600,400000,248,44850,5947,4.6,7.1,3,68,29,6,2.8,2,0.8,363.7,33.2,40.3,6.4,0.4,68.4,2.1
Bromley - Chislehurst,00AFGJ,E05000111,15400,18.7,59.8,42.6,10.4,1461.5,12,12.7,81,83.1,2,75.1,4800,395000,324,46250,6412,7.1,11.4,2.1,53.3,44.6,5.9,3.8,2.1,0.8,343.4,38,55.2,14.6,0.4,59.1,2.1
Bromley - Clock House,00AFGK,E05000112,16050,21.6,66,37.2,2.3,6869.6,20.6,17.3,79.8,85.2,3,77.7,3400,308750,386,41650,7186,12.6,17.8,11.2,80.9,7.9,8.1,7.7,3.6,1.4,338.2,38.3,46,15.3,0.4,16.2,4
Bromley - Copers Cope,00AFGL,E05000113,15950,15.8,67.6,40.6,3.3,4772.7,17.4,20.3,79.7,84.1,4,79.5,4900,315000,505,43170,8403,9.2,27.7,7.8,73.7,18.5,6.8,6.7,2.9,0.9,335.5,45,70.5,20.9,0.2,16.7,3.3
Bromley - Cray Valley East,00AFGM,E05000114,15850,22.7,60.3,38.2,13.3,1176.7,14.6,12.3,79.2,83.4,4,69.3,7300,242000,309,32230,6876,24.7,11.1,10.2,87,2.8,16.7,12.5,6.2,2.1,296.9,19.6,102.2,28.5,2.9,76.2,2.1
Bromley - Cray Valley West,00AFGN,E05000115,17150,23.6,61.2,37.3,3.9,4371.8,13.9,10.9,78,84.8,1,67.4,4600,250000,228,31740,6925,33.5,6.1,14.1,77.8,8.2,18.4,14.2,6.8,2.4,303,18.7,71.5,25.4,0.7,23.4,2.3
Bromley - Crystal Palace,00AFGP,E05000116,12950,20.7,71.1,34.6,2.3,5478.3,38.1,30.3,77.2,81.4,3,69.5,1900,250000,319,34060,6292,33.2,29.7,36,62.4,1.5,16.2,17.9,6.8,3,286.7,38.1,90,29.9,1.6,49.2,4.6
Bromley - Darwin,00AFGQ,E05000117,5300,18.4,57.4,43.2,29,181,4.8,6.1,82.2,83.3,1,75,1500,445000,80,42810,2169,5.5,9.4,6.5,51.4,42.1,6.3,2.7,2.5,0.6,337.4,26.9,43.9,11.5,0.4,88.5,1.3
Bromley - Farnborough and Crofton,00AFGR,E05000118,14850,17.3,58.5,43.8,7,2121.4,9.5,10,82.6,88,6,75.1,6600,395000,245,44590,6350,8.8,6.7,3.5,58.2,38.3,6.3,3.8,2.4,0.7,355.3,31,43,14.8,0.6,48.9,2.5
Bromley - Hayes and Coney Hall,00AFGS,E05000119,16250,18.5,62,41.4,10.8,1500,8.3,8.7,81.4,86.6,1,76.3,3700,441250,240,45660,6261,3.1,7.8,2.5,62.5,34.9,5.6,2.2,2,0.8,348.8,31.8,35,9.2,0.3,68.9,2.3
Bromley - Kelsey and Eden Park,00AFGT,E05000120,16250,18.6,63,40.9,5.2,3105.8,16,13.6,82.8,87.7,1,75.5,4100,421599,265,44700,6558,8.6,10.6,4.2,68.4,27.3,7.5,4,3,1.1,355.1,33.8,59.9,19.5,0.1,42.7,2.7
Bromley - Mottingham and Chislehurst North,00AFGU,E05000121,10300,23.1,62.5,37,2.4,4250,18.4,15.1,78.3,82.2,2,67.9,1200,250000,162,32330,4488,31.9,10.5,13.3,81.4,5.3,17.6,16.1,6.6,3.4,296.1,22.1,93,27.2,1.4,44,2.5
Bromley - Orpington,00AFGW,E05000122,15650,18.5,59.5,41.9,4.3,3616.3,12.6,11.9,82.6,85.5,0,72.8,6100,340000,227,38090,6487,15.8,8,4.4,75.6,20,11,7.1,4,1.3,328.6,27.1,89.6,24.7,0.8,24.6,2.9
Bromley - Penge and Cator,00AFGX,E05000123,17900,21.9,67.6,35.8,3,5883.3,34.6,25.8,79.7,84.8,3,70.4,5000,320000,314,36090,7955,29.8,20.3,25.9,66.6,7.5,14,14.3,5.2,2.7,323.3,36.5,89.9,29.7,1.3,24.9,4.2
Bromley - Petts Wood and Knoll,00AFGY,E05000124,13950,18.3,59,42.8,4.3,3220.9,9.2,10.6,83.7,88.1,0,75.4,2700,485000,237,48530,5562,2.7,6.9,0.5,48.5,51,4.6,1.9,1.6,0.6,357.2,36,43,7.7,0.1,24.3,2.8
Bromley - Plaistow and Sundridge,00AFGZ,E05000125,15600,20.9,63.9,38.8,4,3850,19.3,16.9,77.5,82.1,2,73.5,3800,295444,330,39460,6874,17.4,15.8,8.8,74,17.2,11.6,9.4,4.7,1.7,327.1,34.1,48.6,16.5,0.3,40.3,2.9
Bromley - Shortlands,00AFHA,E05000126,10150,17.7,60.7,42.5,2.5,4020,15.6,16,86.1,88.1,1,76.3,1100,468000,174,48020,4305,6.2,13.5,3,47.6,49.4,5.3,3.6,1.9,0.7,381,43.3,33.8,8.1,0.2,3,2.7
Bromley - West Wickham,00AFHB,E05000127,15250,17.1,62,42.3,4.4,3443.2,10.6,9.7,82.4,86.2,1,76.8,3100,475000,196,46210,5862,4.4,7.4,3.4,54.9,41.7,5.5,2.4,1.6,0.7,369.8,32.5,33.9,7.5,0,31.8,2.2
Camden - Belsize,00AGGD,E05000128,12800,18,69,37.1,0.8,15937.5,27.8,46.3,84.2,88.2,1,74.4,3200,850000,223,52680,6480,19.6,37.1,9.8,50.2,40,7.8,10.2,3.6,1.4,327.6,62.2,60.9,11.4,0.4,1.3,4.2
Camden - Bloomsbury,00AGGE,E05000129,11700,6.5,83.9,34.1,1,11650,40.4,51.2,81.8,86.2,13,51.4,70900,560000,114,40340,5423,28.6,41.6,11.3,65.8,22.8,6,8.5,3.5,2.3,342.9,46.5,314.1,41.6,0.2,9.2,8
Camden - Camden Town with Primrose Hill,00AGGF,E05000130,13100,14.6,72.9,37.3,1.2,10791.7,26.4,38.8,82.7,86.5,3,69.4,16100,813500,189,45840,6334,30.5,33.4,11,55.1,34,11.7,13.8,6,2.4,337.7,53.9,297,62,0.4,15.2,5.4
Camden - Cantelowes,00AGGG,E05000131,12450,14.8,75.6,34.6,0.8,15375,31.9,35.9,78.2,85.3,2,64.3,2800,560000,115,39060,5276,40.3,27.7,11.8,70.2,18,12.9,15.5,6.7,2.6,317,48.1,82.5,22,0.6,7.4,4.9
Camden - Fortune Green,00AGGH,E05000132,12100,15.2,74.2,36,1,12000,29,43.4,82.7,87.8,1,74.6,2300,575000,185,46800,5558,16.7,41.8,16.5,60.7,22.8,10.2,11.8,5.1,2.4,326.2,57.8,54.2,15.3,0,18.4,4.8
Camden - Frognal and Fitzjohns,00AGGJ,E05000133,12250,16.3,69.4,37.6,1.5,8133.3,25.8,48.5,84.8,88,1,69.8,5600,955000,206,60310,5292,7.1,40.9,6.9,30.3,62.8,4.3,4,1.8,0.9,357.2,61.4,56.7,8.4,0.1,5.7,4.8
Camden - Gospel Oak,00AGGK,E05000134,11500,18.4,69,37,0.7,16357.1,30.1,34.9,80.2,86.1,0,65.5,2800,599999,113,39990,5036,45.9,21.4,21.9,60.2,17.9,14.5,18.2,8,2.7,323.4,45.6,65.8,19.6,0.4,15.9,4.1
Camden - Hampstead Town,00AGGL,E05000135,11400,17.3,66.3,39.9,2.5,4540,20,40.9,84,90.7,0,76.6,11300,1190000,167,62840,5548,13.4,33.3,5.8,38.8,55.4,4.4,5.1,1.9,0.7,384.3,68.3,82.9,13.5,0.3,53.9,4
Camden - Haverstock,00AGGM,E05000136,12750,18.7,69.9,35.1,0.7,18000,37.1,36.3,78.1,85.5,1,62.9,2700,547305,146,35730,5408,49.2,22,34.1,52.3,13.6,14.6,19.6,7.9,2.5,297.2,43.1,87.6,27.9,0.2,8.2,4.7
Camden - Highgate,00AGGN,E05000137,11150,16.4,67.3,40,3.2,3484.4,20.2,27.1,83.3,86.6,2,70.4,2500,650000,131,47840,4981,34.1,16.8,7.8,60.3,31.9,11.6,12.9,6.1,2.2,316,55.8,81,20.7,0.4,65.2,3.9
Camden - Holborn and Covent Garden,00AGGP,E05000138,13700,12.7,77.1,36.2,1.2,11250,39.8,45.6,79.4,90.2,20,61.9,114000,685000,135,40180,6592,42.5,32.2,6,65.9,28.2,12.2,15.2,5.5,2.1,339,46.2,311,47.3,0.1,7.5,7.9
Camden - Kentish Town,00AGGQ,E05000139,13850,15.4,75,35.5,1,13750,28.4,34.2,76.7,80.4,2,71.3,11600,630100,159,41230,5916,33.3,29.7,15.4,63.7,20.9,11.6,13,5.3,2,305.2,54.6,89,26.2,0.4,5.3,5.7
Camden - Kilburn,00AGGR,E05000140,12350,17.7,70.7,36.1,0.7,17500,40.1,47.9,76.8,80.3,2,66.8,3900,468000,165,34730,6015,42.1,32.8,36.5,55.5,8.1,16.3,23.9,8.5,4,314,43.8,110.7,29.1,0.1,13.4,5.5
Camden - King's Cross,00AGGS,E05000141,12550,12.8,79.7,31.5,0.6,20833.3,49.2,50.9,80.1,88,3,46.1,18200,625000,116,32890,4922,46.1,33.2,18.8,68,13.2,9.1,13.8,4.9,3.3,322,39.7,122.4,26.1,0.3,13.5,7.8
Camden - Regent's Park,00AGGT,E05000142,14700,14.8,76,34,1.3,10961.5,44.3,45.2,77.1,84.7,8,54.4,33800,600000,85,34260,5958,48,29.2,18.7,66,15.3,13.6,15.6,5.4,3.1,319.8,36.1,131.3,32.9,1.2,27,6.8
Camden - St. Pancras and Somers Town,00AGGU,E05000143,16200,17.7,74,33.1,1.4,10785.7,49,42.4,77.4,81.7,3,53,17000,465000,80,30500,5698,61.2,20.7,13.3,78.1,8.5,18.5,20.3,7.3,3.6,313.6,29.5,93.5,24.1,0.4,13.6,7.1
Camden - Swiss Cottage,00AGGW,E05000144,13200,16.8,71.3,36.8,1.3,10076.9,32.4,51.2,81.4,87.5,2,72.3,4400,740500,217,50340,6210,16.5,39.8,7.5,52.5,40,7,9,3.3,1.7,305.1,60.4,70,13.7,0.4,14.5,6.2
Camden - West Hampstead,00AGGX,E05000145,12550,13.1,77.6,35.4,0.9,13722.2,30.5,43.3,80.7,85.9,1,76.2,4500,622500,158,46290,6056,22.2,43.7,12.3,73,14.8,9.6,11.9,4.4,2.1,328.3,60.6,77.6,19.4,0,9.4,6
Croydon - Addiscombe,00AHGE,E05000146,17750,19.9,70.3,35.5,1.6,10843.8,43.6,34.5,79.2,81.9,2,74.1,4000,250000,306,38070,7809,13.7,32.5,22.1,75.8,2.1,11.5,13.1,4.2,2.1,318.3,38,61,17.7,0.1,2.3,4.6
Croydon - Ashburton,00AHGF,E05000147,15150,19.5,65.9,38,2.7,5555.6,36.7,22.3,81,84.1,2,71.7,1800,347000,181,38600,5635,21.5,9.7,11.2,77.8,11,13.1,10.1,4.5,2.3,320.1,27.3,58.1,15.6,0.4,22.2,2.9
Croydon - Bensham Manor,00AHGG,E05000148,16600,24.1,65.6,34.8,1.4,11750,73.5,45.3,82,83.9,2,67.5,1800,246250,208,33530,6075,11.9,28,20.2,79.4,0.5,11.9,13.7,4.6,3.7,311.7,29.4,64.4,19.6,0,7.8,3.3
Croydon - Broad Green,00AHGH,E05000149,20050,26.4,66.1,32,2.7,7185.2,68.6,46.2,77.8,82.5,7,64.6,11300,231000,288,31000,7187,27.5,28.3,20.4,79.3,0.3,17.3,19.8,5.7,3.2,309.5,26.9,151.3,42.2,1.2,4.6,4.7
Croydon - Coulsdon East,00AHGJ,E05000150,12700,18.4,59.9,42.3,7.7,1629.9,15.4,11.8,81.8,88.1,2,73.9,2700,375000,177,42660,4993,12.5,5.7,3.6,66.5,29.9,8.7,6.2,2.9,1.2,335,30.3,34.9,9.8,0.7,56.8,1.9
Croydon - Coulsdon West,00AHGK,E05000151,14150,18.4,65.2,39.8,5,2770,25.2,16.9,79.9,83.4,3,75.5,3700,361000,224,46610,4898,4.6,11,3.4,56.8,39.8,7.5,4.3,2.5,1,352.3,34.9,46.7,11.9,0.4,17.1,2.5
Croydon - Croham,00AHGL,E05000152,16200,20.2,67.3,37.1,3.5,4614.3,31.3,24.3,80.1,82.6,0,76.5,5100,250000,389,42260,7218,8.3,29.4,11.7,65.9,22.5,9.5,8.5,3.3,1.3,341.2,42.1,57.3,15.7,0.2,19.1,3.3
Croydon - Fairfield,00AHGM,E05000153,21750,19.2,70.5,35.2,3.8,5065.8,48.7,42.3,79.9,82,11,73.1,31500,236000,495,39130,8361,15.5,40.7,14.5,74.2,11.3,11.4,14.6,2.1,2.4,317.3,45.9,215.9,58.7,0.2,17.5,5.7
Croydon - Fieldway,00AHGN,E05000154,11850,29.6,60.2,32,1.5,7800,34.4,19.3,77.7,82.1,0,58.5,500,220000,45,26720,4053,60.6,4.8,34,66,0,23.3,24.5,6.9,4.2,276,12.5,61.8,26.8,2.5,22.9,2.9
Croydon - Heathfield,00AHGP,E05000155,13600,18.2,63.7,40.1,8.7,1551.7,24.6,16.9,82.5,84.8,2,74.3,2300,260000,225,39770,5513,9.3,13.7,12.8,69.7,17.6,10.4,7.6,3.5,1.6,309.5,29.3,70.7,15.2,1,61.3,2.3
Croydon - Kenley,00AHGQ,E05000156,15650,20.9,63.3,39,6.5,2369.2,23.2,17.9,80.4,82.8,1,75,2400,340000,279,44160,6019,11.4,12.1,3.2,63.7,33.2,8.9,6.7,2.6,1.1,330.1,36.1,35.9,11.8,0.2,39.6,1.9
Croydon - New Addington,00AHGR,E05000157,11250,24.6,62.3,35.4,2.4,4604.2,23.7,13.9,77.1,80.2,1,64.4,2200,245000,86,28770,4061,42.2,7.7,24.9,75.1,0,22.2,18,7.2,2.6,289.8,12.8,70,26.8,2,31.2,2.7
Croydon - Norbury,00AHGS,E05000158,17100,20.8,65.8,37,2.5,6740,62.3,43.6,78.8,84.3,8,69.5,2400,350000,203,36810,6218,13.8,23.6,10.6,72.3,17.1,11.3,9.8,3.4,2.4,326.8,34.1,54.2,16,0.2,15.8,3.1
Croydon - Purley,00AHGT,E05000159,15550,19.7,64.6,39,4.2,3607.1,31.6,23.1,81.8,84.4,6,74.1,4700,320000,253,44600,5851,7.6,18.2,4.3,58.7,37,9.7,6.9,3.3,1.4,345.9,40.5,78.1,18.6,0.1,3.8,2.9
Croydon - Sanderstead,00AHGU,E05000160,13200,17,62.2,42,6.3,2071.4,19.5,13.7,83.6,86,0,74.9,2100,392500,231,47030,4962,6.7,7.1,1.6,55.8,42.5,6.7,3.4,2,1,346.8,35,29.6,6.9,0.1,48.6,1.7
Croydon - Selhurst,00AHGW,E05000161,18550,26.2,64.6,33.1,2.3,7978.3,65.6,40.1,74.1,80,2,64.7,6700,212997.5,280,31220,7770,27.1,29.2,31.6,67.5,0.9,19.7,22.3,7.1,4.2,316.7,28.4,95.9,33,0.8,18.3,4.2
Croydon - Selsdon and Ballards,00AHGX,E05000162,12200,13.8,63.8,43.2,6.4,1882.8,19.7,15.7,84.5,88.1,6,76.4,2300,344000,196,45320,4519,2,6.3,1.1,65.9,33,6.3,2.2,1.9,0.7,339.7,32,35.5,7.7,0.5,55.2,2
Croydon - Shirley,00AHGY,E05000163,14700,19.7,61.9,39.9,2.8,5214.3,30.9,19.7,81.1,87.3,5,72.3,1800,320000,201,39500,5670,18.5,6.6,4.4,74.3,21.4,11.3,8.2,3.3,1.7,319.2,27.1,44.1,15,0.6,16,2
Croydon - South Norwood,00AHGZ,E05000164,16900,22.2,67.6,35.6,2.4,6979.2,52.3,32.1,78.6,82.6,1,68.7,2600,240000,338,34430,7925,20.7,28.9,34.4,62.1,3.5,17.7,18.7,5.9,3.8,318.9,35,80,26.4,0.2,17.5,3.9
Croydon - Thornton Heath,00AHHA,E05000165,16900,25.4,65.1,34.2,1.7,9852.9,67.1,37.6,78.1,82.6,1,66.8,2100,250000,218,33720,6741,19.7,24.1,27.2,71.8,1,17.3,18.3,5.5,4.3,297.8,28.3,82,30.4,0.5,11.2,3.3
Croydon - Upper Norwood,00AHHB,E05000166,16600,20.8,67.4,36.3,2.6,6307.7,51.3,33.9,79,81.7,1,69.7,2900,289750,252,37430,6638,20.6,21.9,24.9,66.1,9,14,12.3,4.4,2.6,318.4,35.2,70.8,20.7,0.4,19.4,3
Croydon - Waddon,00AHHC,E05000167,17650,23.4,66.1,35.2,3.6,4847.2,44.6,30.1,75.9,80.2,5,69.9,7700,243250,288,34630,7333,25.5,22.8,14.4,81.1,4.5,16.5,15.5,5.4,2.7,304.6,30.1,74.3,23.5,0.4,32.7,3.6
Croydon - West Thornton,00AHHD,E05000168,18000,25.4,64.8,33.7,2,8925,76.5,46.5,78.6,83.6,2,64.6,7100,235000,146,32400,6254,15.7,27,17.8,81.4,0.8,14.1,16.6,5.7,3.3,317.7,27.3,90.3,30.5,0.4,18.7,3.1
Croydon - Woodside,00AHHE,E05000169,17100,24.7,66.6,33.9,2.2,7727.3,55.1,28.4,79.9,83.7,1,69,1600,250000,296,33890,7121,19.8,24.1,18.9,80.4,0.7,16.5,16.7,4.7,3.5,299.3,29,65,21.6,0.5,33.3,3.7
Ealing - Acton Central,00AJGC,E05000170,15850,20,69.9,35.1,1.8,8750,40,48.3,79.3,86.1,1,69.4,3000,570000,167,36500,6480,23.3,33.8,12.8,67.4,19.8,13.8,16.5,5.8,4,335.7,40.4,77.9,26,0.4,24.2,3.1
Ealing - Cleveland,00AJGD,E05000171,14850,21.7,65.7,36.7,2.2,6750,36.9,39.6,79.5,86.3,3,68.6,2600,500000,174,41730,5837,21.5,21.7,11.9,58.2,29.9,12.2,12.8,4.9,3.2,338.9,46.2,47.8,13.7,0.1,34.7,3
Ealing - Dormers Wells,00AJGE,E05000172,14150,22.4,65.3,35.3,2.3,6152.2,82.1,56,78.3,82.9,1,61,1600,265000,56,29350,4441,28.4,19.2,33.1,66.9,0,14,14.5,4.9,4.3,308.5,24.4,54,21.1,0.4,47.3,3.3
Ealing - Ealing Broadway,00AJGF,E05000173,15550,14.6,73.3,37.5,1.9,7868.4,30.5,44.3,78.8,84.1,1,75.1,11900,459970,270,45540,6428,11,42.4,8,62.5,29.5,9.2,8.7,3.1,1.9,349.3,57.7,145.7,37.2,0.2,6.1,5
Ealing - Ealing Common,00AJGG,E05000174,14200,15.7,72.3,37.4,2.1,6809.5,31.5,43.1,78.7,82.8,6,74.6,3100,536000,169,43600,6023,14.6,36.4,4.7,69.4,25.9,9.1,10.1,3.7,2,338.9,52.6,68.9,15.4,0.2,22.2,3.6
Ealing - East Acton,00AJGH,E05000175,19800,19.8,71.6,33.5,4.3,4523.3,50.1,54.4,79.1,85.6,8,68.3,18900,390500,224,32930,7358,22.1,34.1,13.6,74,12.4,14.6,13.7,4.8,3.5,305.9,38.3,103.7,22.5,0.4,19.6,4
Ealing - Elthorne,00AJGJ,E05000176,15100,21,68.5,35.5,2,7450,34.9,40.6,78.5,83.5,2,73.1,3900,408750,190,38970,6252,20.2,27.8,8.3,85.4,6.3,13.3,14.7,4.9,3.3,313.4,40.6,77.5,26.4,0.3,34.2,3.8
Ealing - Greenford Broadway,00AJGK,E05000177,17750,24.7,63.7,34.3,2.5,7120,57.3,48.6,77.9,82.3,6,66.4,4800,249000,160,30500,6532,23.4,24.5,14.7,84.4,0.9,14.9,15,5.1,3.2,315.4,25.8,81.2,27.9,0.3,26.2,3.4
Ealing - Greenford Green,00AJGL,E05000178,14500,21.2,66.2,36,3.4,4264.7,49,50.1,81.5,84.3,2,72.6,8800,307000,135,35420,5138,9.7,25.1,6.5,92.5,1,9.9,8.8,3.7,1.9,324.9,30.2,74.8,17.9,0.1,22.6,2.6
Ealing - Hanger Hill,00AJGM,E05000179,15750,19.1,66.9,37.4,3.3,4787.9,43.1,53.1,82.2,87.8,5,71.9,9400,519000,209,44760,6334,4.7,38.1,5.6,57.5,36.9,7.3,7.7,2.3,1.9,330.2,50.8,60.4,14.7,0.3,26.7,3.7
Ealing - Hobbayne,00AJGN,E05000180,14300,22.5,65.4,36,2.2,6522.7,37.7,40.7,78.4,84.6,2,70.6,1500,386250,124,36220,5410,25.2,19,4.5,89.8,5.7,13.9,14.3,5.2,3.2,328,33.3,44.2,15,0.3,36.1,3.1
Ealing - Lady Margaret,00AJGP,E05000181,14100,19.7,68.1,36.3,1.5,9433.3,83.5,55.9,78.1,83.9,1,66.6,1100,285000,64,32520,4082,7.3,21.3,7.2,92.8,0,10.8,7.9,4,2.6,337.1,25.4,46.2,18.4,0.4,19.4,3
Ealing - Northfield,00AJGQ,E05000182,13700,19.6,68.7,36.5,1.5,9133.3,23.2,36.2,81.8,86.1,1,78.6,2200,615000,182,48480,5391,6.7,25.6,3.4,80.6,16,5.7,5.9,2.1,1.2,379.5,54.8,44.5,12.6,0.1,25.6,3.4
Ealing - North Greenford,00AJGR,E05000183,14900,20.5,66.6,36.3,3.2,4656.3,56.4,51.4,81.4,87.1,0,72.3,2100,345000,116,36480,4972,8.3,22.9,7.8,91.8,0.4,8.5,7,2.8,2,323.2,30.1,51.8,11.7,0.3,53.3,2.6
Ealing - Northolt Mandeville,00AJGS,E05000184,15350,23.4,64.5,35,2.8,5482.1,51.7,44.1,81.6,84,6,67.3,4100,300000,132,31950,5708,24.2,19.4,14.6,84.7,0.7,15.3,14.6,5,3.4,302.8,25.7,63.3,20.6,0.6,34.5,3.2
Ealing - Northolt West End,00AJGT,E05000185,15200,26,63.8,33.7,3.5,4371.4,55.1,41.5,78,83,10,61.9,1600,226111,131,28550,5718,34.5,19.2,29.4,70.5,0.2,18.5,19.4,5.9,4.4,319.9,21.7,67.5,21.1,0.5,56.3,2.5
Ealing - Norwood Green,00AJGU,E05000186,14200,20.8,67.9,35.7,3.8,3750,78,50.7,77.9,81.3,2,57.3,10200,257500,70,29020,4336,34.7,17.7,25.9,61,13.2,18,14,6.9,4.2,309.1,26.7,91.1,43.5,0.6,54.5,2.3
